code_type,code,canonical_icao,name
ICAO,CYYZ,CYYZ,Lester B. Pearson International Airport - Toronto - Canada
IATA,YYZ,CYYZ,Lester B. Pearson International Airport - Toronto - Canada
ICAO,CYZD,CYZD,Downsview Airport - Toronto - Canada
IATA,YZD,CYZD,Downsview Airport - Toronto - Canada
ICAO,CYZE,CYZE,Gore Bay Manitoulin Airport - Gore Bay - Canada
IATA,YZE,CYZE,Gore Bay Manitoulin Airport - Gore Bay - Canada
ICAO,CYZF,CYZF,Yellowknife Airport - Yellowknife - Canada
IATA,YZF,CYZF,Yellowknife Airport - Yellowknife - Canada
ICAO,CYZH,CYZH,Slave Lake Airport - Slave Lake - Canada
IATA,YZH,CYZH,Slave Lake Airport - Slave Lake - Canada
ICAO,CYZP,CYZP,Sandspit Airport - Sandspit - Canada
IATA,YZP,CYZP,Sandspit Airport - Sandspit - Canada
ICAO,CYZR,CYZR,Chris Hadfield Airport - Sarnia - Canada
IATA,YZR,CYZR,Chris Hadfield Airport - Sarnia - Canada
ICAO,CYZT,CYZT,Port Hardy Airport - Port Hardy - Canada
IATA,YZT,CYZT,Port Hardy Airport - Port Hardy - Canada
ICAO,CYZU,CYZU,Whitecourt Airport - Whitecourt - Canada
IATA,YZU,CYZU,Whitecourt Airport - Whitecourt - Canada
ICAO,CYZV,CYZV,Sept-ÃŽles Airport - Sept-iles - Canada
IATA,YZV,CYZV,Sept-ÃŽles Airport - Sept-iles - Canada
ICAO,CYZW,CYZW,Teslin Airport - Teslin - Canada
IATA,YZW,CYZW,Teslin Airport - Teslin - Canada
ICAO,CYZX,CYZX,CFB Greenwood - Greenwood - Canada
IATA,YZX,CYZX,CFB Greenwood - Greenwood - Canada
ICAO,CZFA,CZFA,Faro Airport - Faro - Canada
IATA,ZFA,CZFA,Faro Airport - Faro - Canada
ICAO,CZFM,CZFM,Fort Mcpherson Airport - Fort Mcpherson - Canada
IATA,ZFM,CZFM,Fort Mcpherson Airport - Fort Mcpherson - Canada
ICAO,DAAB,DAAB,Blida Airport - Blida - Algeria
IATA,QLD,DAAB,Blida Airport - Blida - Algeria
ICAO,DAAD,DAAD,Bou Saada Airport - Bou Saada - Algeria
IATA,BUJ,DAAD,Bou Saada Airport - Bou Saada - Algeria
ICAO,DAAE,DAAE,Soummam Airport - Bejaja - Algeria
IATA,BJA,DAAE,Soummam Airport - Bejaja - Algeria
ICAO,DAAG,DAAG,Houari Boumediene Airport - Algier - Algeria
IATA,ALG,DAAG,Houari Boumediene Airport - Algier - Algeria
ICAO,DAAJ,DAAJ,Djanet Inedbirene Airport - Djanet - Algeria
IATA,DJG,DAAJ,Djanet Inedbirene Airport - Djanet - Algeria
ICAO,DAAK,DAAK,Boufarik Airport - Boufarik - Algeria
ICAO,DAAN,DAAN,Reggane Airport - Reggan - Algeria
ICAO,DAAP,DAAP,Illizi Takhamalt Airport - Illizi - Algeria
IATA,VVZ,DAAP,Illizi Takhamalt Airport - Illizi - Algeria
ICAO,DAAQ,DAAQ,Ain Oussera Airport - Ain Oussera - Algeria
ICAO,DAAT,DAAT,Aguenar â€“ Hadj Bey Akhamok Airport - Tamanrasset - Algeria
IATA,TMR,DAAT,Aguenar â€“ Hadj Bey Akhamok Airport - Tamanrasset - Algeria
ICAO,DAAV,DAAV,Jijel Ferhat Abbas Airport - Jijel - Algeria
IATA,GJL,DAAV,Jijel Ferhat Abbas Airport - Jijel - Algeria
ICAO,DAAY,DAAY,Mecheria Airport - Mecheria - Algeria
IATA,MZW,DAAY,Mecheria Airport - Mecheria - Algeria
ICAO,DAAZ,DAAZ,Relizane Airport - Relizane - Algeria
ICAO,DABB,DABB,Rabah Bitat Airport - Annaba - Algeria
IATA,AAE,DABB,Rabah Bitat Airport - Annaba - Algeria
ICAO,DABC,DABC,Mohamed Boudiaf International Airport - Constantine - Algeria
IATA,CZL,DABC,Mohamed Boudiaf International Airport - Constantine - Algeria
ICAO,DABS,DABS,Cheikh Larbi TÃ©bessi Airport - Tebessa - Algeria
IATA,TEE,DABS,Cheikh Larbi TÃ©bessi Airport - Tebessa - Algeria
ICAO,DAFH,DAFH,Hassi R'Mel Airport - Tilrempt - Algeria
IATA,HRM,DAFH,Hassi R'Mel Airport - Tilrempt - Algeria
ICAO,DAOB,DAOB,Bou Chekif Airport - Tiaret - Algeria
IATA,TID,DAOB,Bou Chekif Airport - Tiaret - Algeria
ICAO,DAOE,DAOE,Bou Sfer Airport - Bou Sfer - Algeria
ICAO,DAOF,DAOF,Tindouf Airport - Tindouf - Algeria
IATA,TIN,DAOF,Tindouf Airport - Tindouf - Algeria
ICAO,DAOI,DAOI,Ech Cheliff Airport - Ech-cheliff - Algeria
IATA,CFK,DAOI,Ech Cheliff Airport - Ech-cheliff - Algeria
ICAO,DAOL,DAOL,Tafaraoui Airport - Oran - Algeria
IATA,TAF,DAOL,Tafaraoui Airport - Oran - Algeria
ICAO,DAON,DAON,Zenata â€“ Messali El Hadj Airport - Tlemcen - Algeria
IATA,TLM,DAON,Zenata â€“ Messali El Hadj Airport - Tlemcen - Algeria
ICAO,DAOO,DAOO,Es Senia Airport - Oran - Algeria
IATA,ORN,DAOO,Es Senia Airport - Oran - Algeria
ICAO,DAOS,DAOS,Sidi Bel Abbes Airport - Sidi Bel Abbes - Algeria
IATA,BFW,DAOS,Sidi Bel Abbes Airport - Sidi Bel Abbes - Algeria
ICAO,DAOV,DAOV,Ghriss Airport - Ghriss - Algeria
IATA,MUW,DAOV,Ghriss Airport - Ghriss - Algeria
ICAO,DAUA,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport - Adrar - Algeria
IATA,AZR,DAUA,Touat Cheikh Sidi Mohamed Belkebir Airport - Adrar - Algeria
ICAO,DAUB,DAUB,Biskra Airport - Biskra - Algeria
IATA,BSK,DAUB,Biskra Airport - Biskra - Algeria
ICAO,DAUE,DAUE,El Golea Airport - El Golea - Algeria
IATA,ELG,DAUE,El Golea Airport - El Golea - Algeria
ICAO,DAUG,DAUG,NoumÃ©rat - Moufdi Zakaria Airport - Ghardaia - Algeria
IATA,GHA,DAUG,NoumÃ©rat - Moufdi Zakaria Airport - Ghardaia - Algeria
ICAO,DAUH,DAUH,Oued Irara Airport - Hassi Messaoud - Algeria
IATA,HME,DAUH,Oued Irara Airport - Hassi Messaoud - Algeria
ICAO,DAUI,DAUI,In Salah Airport - In Salah - Algeria
IATA,INZ,DAUI,In Salah Airport - In Salah - Algeria
ICAO,DAUK,DAUK,Touggourt Sidi Madhi Airport - Touggourt - Algeria
IATA,TGR,DAUK,Touggourt Sidi Madhi Airport - Touggourt - Algeria
ICAO,DAUL,DAUL,Laghouat Airport - Laghouat - Algeria
IATA,LOO,DAUL,Laghouat Airport - Laghouat - Algeria
ICAO,DAUT,DAUT,Timimoun Airport - Timimoun - Algeria
IATA,TMX,DAUT,Timimoun Airport - Timimoun - Algeria
ICAO,DAUU,DAUU,Ain el Beida Airport - Ouargla - Algeria
IATA,OGX,DAUU,Ain el Beida Airport - Ouargla - Algeria
ICAO,DAUZ,DAUZ,In AmÃ©nas Airport - Zarzaitine - Algeria
IATA,IAM,DAUZ,In AmÃ©nas Airport - Zarzaitine - Algeria
ICAO,DBBB,DBBB,Cadjehoun Airport - Cotonou - Benin
IATA,COO,DBBB,Cadjehoun Airport - Cotonou - Benin
ICAO,DFFD,DFFD,Ouagadougou Airport - Ouagadougou - Burkina Faso
IATA,OUA,DFFD,Ouagadougou Airport - Ouagadougou - Burkina Faso
ICAO,DFOO,DFOO,Bobo Dioulasso Airport - Bobo-dioulasso - Burkina Faso
IATA,BOY,DFOO,Bobo Dioulasso Airport - Bobo-dioulasso - Burkina Faso
ICAO,DGAA,DGAA,Kotoka International Airport - Accra - Ghana
IATA,ACC,DGAA,Kotoka International Airport - Accra - Ghana
ICAO,DGLE,DGLE,Tamale Airport - Tamale - Ghana
IATA,TML,DGLE,Tamale Airport - Tamale - Ghana
ICAO,DGLW,DGLW,Wa Airport - Wa - Ghana
ICAO,DGSN,DGSN,Sunyani Airport - Sunyani - Ghana
IATA,NYI,DGSN,Sunyani Airport - Sunyani - Ghana
ICAO,DGTK,DGTK,Takoradi Airport - Takoradi - Ghana
IATA,TKD,DGTK,Takoradi Airport - Takoradi - Ghana
ICAO,DIAP,DIAP,Port Bouet Airport - Abidjan - Cote d'Ivoire
IATA,ABJ,DIAP,Port Bouet Airport - Abidjan - Cote d'Ivoire
ICAO,DIBK,DIBK,BouakÃ© Airport - Bouake - Cote d'Ivoire
IATA,BYK,DIBK,BouakÃ© Airport - Bouake - Cote d'Ivoire
ICAO,DIDL,DIDL,Daloa Airport - Daloa - Cote d'Ivoire
IATA,DJO,DIDL,Daloa Airport - Daloa - Cote d'Ivoire
ICAO,DIKO,DIKO,Korhogo Airport - Korhogo - Cote d'Ivoire
IATA,HGO,DIKO,Korhogo Airport - Korhogo - Cote d'Ivoire
ICAO,DIMN,DIMN,Man Airport - Man - Cote d'Ivoire
IATA,MJC,DIMN,Man Airport - Man - Cote d'Ivoire
ICAO,DISP,DISP,San Pedro Airport - San Pedro - Cote d'Ivoire
IATA,SPY,DISP,San Pedro Airport - San Pedro - Cote d'Ivoire
ICAO,DIYO,DIYO,Yamoussoukro Airport - Yamoussoukro - Cote d'Ivoire
IATA,ASK,DIYO,Yamoussoukro Airport - Yamoussoukro - Cote d'Ivoire
ICAO,DNAA,DNAA,Nnamdi Azikiwe International Airport - Abuja - Nigeria
IATA,ABV,DNAA,Nnamdi Azikiwe International Airport - Abuja - Nigeria
ICAO,DNAK,DNAK,Akure Airport - Akure - Nigeria
IATA,AKR,DNAK,Akure Airport - Akure - Nigeria
ICAO,DNBE,DNBE,Benin Airport - Benin - Nigeria
IATA,BNI,DNBE,Benin Airport - Benin - Nigeria
ICAO,DNCA,DNCA,Margaret Ekpo International Airport - Calabar - Nigeria
IATA,CBQ,DNCA,Margaret Ekpo International Airport - Calabar - Nigeria
ICAO,DNEN,DNEN,Akanu Ibiam International Airport - Enugu - Nigeria
IATA,ENU,DNEN,Akanu Ibiam International Airport - Enugu - Nigeria
ICAO,DNGU,DNGU,Gusau Airport - Gusau - Nigeria
ICAO,DNIB,DNIB,Ibadan Airport - Ibadan - Nigeria
IATA,IBA,DNIB,Ibadan Airport - Ibadan - Nigeria
ICAO,DNIL,DNIL,Ilorin International Airport - Ilorin - Nigeria
IATA,ILR,DNIL,Ilorin International Airport - Ilorin - Nigeria
ICAO,DNJO,DNJO,Yakubu Gowon Airport - Jos - Nigeria
IATA,JOS,DNJO,Yakubu Gowon Airport - Jos - Nigeria
ICAO,DNKA,DNKA,Kaduna Airport - Kaduna - Nigeria
IATA,KAD,DNKA,Kaduna Airport - Kaduna - Nigeria
ICAO,DNKN,DNKN,Mallam Aminu International Airport - Kano - Nigeria
IATA,KAN,DNKN,Mallam Aminu International Airport - Kano - Nigeria
ICAO,DNMA,DNMA,Maiduguri International Airport - Maiduguri - Nigeria
IATA,MIU,DNMA,Maiduguri International Airport - Maiduguri - Nigeria
ICAO,DNMK,DNMK,Makurdi Airport - Makurdi - Nigeria
IATA,MDI,DNMK,Makurdi Airport - Makurdi - Nigeria
ICAO,DNMM,DNMM,Murtala Muhammed International Airport - Lagos - Nigeria
IATA,LOS,DNMM,Murtala Muhammed International Airport - Lagos - Nigeria
ICAO,DNMN,DNMN,Minna Airport - Minna - Nigeria
IATA,MXJ,DNMN,Minna Airport - Minna - Nigeria
ICAO,DNPO,DNPO,Port Harcourt International Airport - Port Hartcourt - Nigeria
IATA,PHC,DNPO,Port Harcourt International Airport - Port Hartcourt - Nigeria
ICAO,DNSO,DNSO,Sadiq Abubakar III International Airport - Sokoto - Nigeria
IATA,SKO,DNSO,Sadiq Abubakar III International Airport - Sokoto - Nigeria
ICAO,DNYO,DNYO,Yola Airport - Yola - Nigeria
IATA,YOL,DNYO,Yola Airport - Yola - Nigeria
ICAO,DNZA,DNZA,Zaria Airport - Zaria - Nigeria
IATA,ZAR,DNZA,Zaria Airport - Zaria - Nigeria
ICAO,DRRM,DRRM,Maradi Airport - Maradi - Niger
IATA,MFQ,DRRM,Maradi Airport - Maradi - Niger
ICAO,DRRN,DRRN,Diori Hamani International Airport - Niamey - Niger
IATA,NIM,DRRN,Diori Hamani International Airport - Niamey - Niger
ICAO,DRRT,DRRT,Tahoua Airport - Tahoua - Niger
IATA,THZ,DRRT,Tahoua Airport - Tahoua - Niger
ICAO,DRZA,DRZA,Mano Dayak International Airport - Agadez - Niger
IATA,AJY,DRZA,Mano Dayak International Airport - Agadez - Niger
ICAO,DRZD,DRZD,Dirkou Airport - Dirkou - Niger
ICAO,DRZF,DRZF,Diffa Airport - Diffa - Niger
ICAO,DRZR,DRZR,Zinder Airport - Zinder - Niger
IATA,ZND,DRZR,Zinder Airport - Zinder - Niger
ICAO,DTMB,DTMB,Monastir Habib Bourguiba International Airport - Monastir - Tunisia
IATA,MIR,DTMB,Monastir Habib Bourguiba International Airport - Monastir - Tunisia
ICAO,DTTA,DTTA,Tunis Carthage International Airport - Tunis - Tunisia
IATA,TUN,DTTA,Tunis Carthage International Airport - Tunis - Tunisia
ICAO,DTTB,DTTB,Sidi Ahmed Air Base - Bizerte - Tunisia
ICAO,DTTD,DTTD,Remada Air Base - Remada - Tunisia
ICAO,DTTF,DTTF,Gafsa Ksar International Airport - Gafsa - Tunisia
IATA,GAF,DTTF,Gafsa Ksar International Airport - Gafsa - Tunisia
ICAO,DTTG,DTTG,GabÃ¨s Matmata International Airport - Gabes - Tunisia
IATA,GAE,DTTG,GabÃ¨s Matmata International Airport - Gabes - Tunisia
ICAO,DTTI,DTTI,Borj El Amri Airport - Bordj El Amri - Tunisia
ICAO,DTTJ,DTTJ,Djerba Zarzis International Airport - Djerba - Tunisia
IATA,DJE,DTTJ,Djerba Zarzis International Airport - Djerba - Tunisia
ICAO,DTTR,DTTR,El Borma Airport - El Borma - Tunisia
IATA,EBM,DTTR,El Borma Airport - El Borma - Tunisia
ICAO,DTTX,DTTX,Sfax Thyna International Airport - Sfax - Tunisia
IATA,SFA,DTTX,Sfax Thyna International Airport - Sfax - Tunisia
ICAO,DTTZ,DTTZ,Tozeur Nefta International Airport - Tozeur - Tunisia
IATA,TOE,DTTZ,Tozeur Nefta International Airport - Tozeur - Tunisia
ICAO,DXNG,DXNG,Niamtougou International Airport - Niatougou - Togo
IATA,LRL,DXNG,Niamtougou International Airport - Niatougou - Togo
ICAO,DXXX,DXXX,LomÃ©-Tokoin Airport - Lome - Togo
IATA,LFW,DXXX,LomÃ©-Tokoin Airport - Lome - Togo
ICAO,EBAW,EBAW,Antwerp International Airport (Deurne) - Antwerp - Belgium
IATA,ANR,EBAW,Antwerp International Airport (Deurne) - Antwerp - Belgium
ICAO,EBBE,EBBE,Beauvechain Air Base - Beauvechain - Belgium
ICAO,EBBL,EBBL,Kleine Brogel Air Base - Kleine Brogel - Belgium
ICAO,EBBR,EBBR,Brussels Airport - Brussels - Belgium
IATA,BRU,EBBR,Brussels Airport - Brussels - Belgium
ICAO,EBBX,EBBX,Jehonville Air Base - Bertrix - Belgium
ICAO,EBCI,EBCI,Brussels South Charleroi Airport - Charleroi - Belgium
IATA,CRL,EBCI,Brussels South Charleroi Airport - Charleroi - Belgium
ICAO,EBCV,EBCV,ChiÃ¨vres Air Base - Chievres - Belgium
ICAO,EBFN,EBFN,Koksijde Air Base - Koksijde - Belgium
ICAO,EBFS,EBFS,Florennes Air Base - Florennes - Belgium
ICAO,EBKT,EBKT,Wevelgem Airport - Kortrijk-vevelgem - Belgium
IATA,KJK,EBKT,Wevelgem Airport - Kortrijk-vevelgem - Belgium
ICAO,EBLG,EBLG,LiÃ¨ge Airport - Liege - Belgium
IATA,LGG,EBLG,LiÃ¨ge Airport - Liege - Belgium
ICAO,EBOS,EBOS,Ostend-Bruges International Airport - Ostend - Belgium
IATA,OST,EBOS,Ostend-Bruges International Airport - Ostend - Belgium
ICAO,EBSL,EBSL,Zutendaal Air Base - Zutendaal - Belgium
ICAO,EBST,EBST,Brustem Airfield Sint Truiden - Sint-truiden - Belgium
ICAO,EBSU,EBSU,Saint Hubert Air Base - St.-hubert - Belgium
ICAO,EBUL,EBUL,Ursel Air Base - Ursel - Belgium
ICAO,EBWE,EBWE,Weelde Air Base - Weelde - Belgium
ICAO,EBZR,EBZR,Zoersel (Oostmalle) Airfield - Zoersel - Belgium
IATA,OBL,EBZR,Zoersel (Oostmalle) Airfield - Zoersel - Belgium
ICAO,EDAB,EDAB,Flugplatz Bautzen - Bautzen - Germany
ICAO,EDAC,EDAC,Altenburg-Nobitz Airport - Altenburg - Germany
IATA,AOC,EDAC,Altenburg-Nobitz Airport - Altenburg - Germany
ICAO,EDAD,EDAD,Dessau Airfield - Dessau - Germany
ICAO,EDAE,EDAE,EisenhÃ¼ttenstadt Airfield - Eisenhuettenstadt - Germany
ICAO,EDAK,EDAK,GroÃŸenhain Airport - Suhl - Germany
ICAO,EDAM,EDAM,Merseburg Airport - Muehlhausen - Germany
ICAO,EDAQ,EDAQ,Halle-Oppin Airport - Halle - Germany
ICAO,EDAU,EDAU,Riesa-GÃ¶hlis Airport - Riesa - Germany
IATA,IES,EDAU,Riesa-GÃ¶hlis Airport - Riesa - Germany
ICAO,EDAX,EDAX,Rechlin-LÃ¤rz Airport - Rechlin-laerz - Germany
IATA,REB,EDAX,Rechlin-LÃ¤rz Airport - Rechlin-laerz - Germany
ICAO,EDAY,EDAY,Strausberg Airport - Strausberg - Germany
ICAO,EDAZ,EDAZ,SchÃ¶nhagen Airport - Schoenhagen - Germany
IATA,QXH,EDAZ,SchÃ¶nhagen Airport - Schoenhagen - Germany
ICAO,EDBH,EDBH,Barth Airport - Barth - Germany
IATA,BBH,EDBH,Barth Airport - Barth - Germany
ICAO,EDBJ,EDBJ,Jena-SchÃ¶ngleina Airfield - Jena - Germany
ICAO,EDBK,EDBK,Kyritz Airport - Kyritz - Germany
ICAO,EDBM,EDBM,Magdeburg ""City"" Airport - Magdeburg - Germany
IATA,ZMG,EDBM,Magdeburg ""City"" Airport - Magdeburg - Germany
ICAO,EDBR,EDBR,Rothenburg/GÃ¶rlitz Airport - Rothenburg/ol - Germany
ICAO,EDCA,EDCA,Anklam Airfield - Anklam - Germany
ICAO,EDCD,EDCD,Cottbus-Drewitz Airport - Cottbus - Germany
IATA,CBU,EDCD,Cottbus-Drewitz Airport - Cottbus - Germany
ICAO,EDCM,EDCM,Kamenz Airport - Kamenz - Germany
ICAO,EDDB,EDDB,Berlin-SchÃ¶nefeld Airport - Berlin - Germany
IATA,SXF,EDDB,Berlin-SchÃ¶nefeld Airport - Berlin - Germany
ICAO,EDDC,EDDC,Dresden Airport - Dresden - Germany
IATA,DRS,EDDC,Dresden Airport - Dresden - Germany
ICAO,EDDE,EDDE,Erfurt Airport - Erfurt - Germany
IATA,ERF,EDDE,Erfurt Airport - Erfurt - Germany
ICAO,EDDF,EDDF,Frankfurt am Main Airport - Frankfurt - Germany
IATA,FRA,EDDF,Frankfurt am Main Airport - Frankfurt - Germany
ICAO,EDDG,EDDG,MÃ¼nster OsnabrÃ¼ck Airport - Munster - Germany
IATA,FMO,EDDG,MÃ¼nster OsnabrÃ¼ck Airport - Munster - Germany
ICAO,EDDH,EDDH,Hamburg Airport - Hamburg - Germany
IATA,HAM,EDDH,Hamburg Airport - Hamburg - Germany
ICAO,EDDI,EDDI,Berlin-Tempelhof International Airport - Berlin - Germany
IATA,THF,EDDI,Berlin-Tempelhof International Airport - Berlin - Germany
ICAO,EDDK,EDDK,Cologne Bonn Airport - Cologne - Germany
IATA,CGN,EDDK,Cologne Bonn Airport - Cologne - Germany
ICAO,EDDL,EDDL,DÃ¼sseldorf Airport - Duesseldorf - Germany
IATA,DUS,EDDL,DÃ¼sseldorf Airport - Duesseldorf - Germany
ICAO,EDDM,EDDM,Munich Airport - Munich - Germany
IATA,MUC,EDDM,Munich Airport - Munich - Germany
ICAO,EDDN,EDDN,Nuremberg Airport - Nuernberg - Germany
IATA,NUE,EDDN,Nuremberg Airport - Nuernberg - Germany
ICAO,EDDP,EDDP,Leipzig/Halle Airport - Leipzig - Germany
IATA,LEJ,EDDP,Leipzig/Halle Airport - Leipzig - Germany
ICAO,EDDR,EDDR,SaarbrÃ¼cken Airport - Saarbruecken - Germany
IATA,SCN,EDDR,SaarbrÃ¼cken Airport - Saarbruecken - Germany
ICAO,EDDS,EDDS,Stuttgart Airport - Stuttgart - Germany
IATA,STR,EDDS,Stuttgart Airport - Stuttgart - Germany
ICAO,EDDT,EDDT,Berlin-Tegel Airport - Berlin - Germany
IATA,TXL,EDDT,Berlin-Tegel Airport - Berlin - Germany
ICAO,EDDV,EDDV,Hannover Airport - Hannover - Germany
IATA,HAJ,EDDV,Hannover Airport - Hannover - Germany
ICAO,EDDW,EDDW,Bremen Airport - Bremen - Germany
IATA,BRE,EDDW,Bremen Airport - Bremen - Germany
ICAO,EDFE,EDFE,Frankfurt-Egelsbach Airport - Egelsbach - Germany
IATA,QEF,EDFE,Frankfurt-Egelsbach Airport - Egelsbach - Germany
ICAO,EDFH,EDFH,Frankfurt-Hahn Airport - Hahn - Germany
IATA,HHN,EDFH,Frankfurt-Hahn Airport - Hahn - Germany
ICAO,EDFM,EDFM,Mannheim-City Airport - Mannheim - Germany
IATA,MHG,EDFM,Mannheim-City Airport - Mannheim - Germany
ICAO,EDFQ,EDFQ,Allendorf/Eder Airport - Allendorf - Germany
ICAO,EDFV,EDFV,Worms Airport - Worms - Germany
ICAO,EDFZ,EDFZ,Mainz-Finthen Airport - Mainz - Germany
ICAO,EDGE,EDGE,Eisenach-Kindel Airport - Eisenach - Germany
IATA,EIB,EDGE,Eisenach-Kindel Airport - Eisenach - Germany
ICAO,EDGS,EDGS,Siegerland Airport - Siegerland - Germany
IATA,SGE,EDGS,Siegerland Airport - Siegerland - Germany
ICAO,EDHI,EDHI,Hamburg-Finkenwerder Airport - Hamburg - Germany
IATA,XFW,EDHI,Hamburg-Finkenwerder Airport - Hamburg - Germany
ICAO,EDHK,EDHK,Kiel-Holtenau Airport - Kiel - Germany
IATA,KEL,EDHK,Kiel-Holtenau Airport - Kiel - Germany
ICAO,EDHL,EDHL,LÃ¼beck Blankensee Airport - Luebeck - Germany
IATA,LBC,EDHL,LÃ¼beck Blankensee Airport - Luebeck - Germany
ICAO,EDKV,EDKV,Flugplatz Dahlemer Binz - Dahlemer Binz - Germany
ICAO,EDKZ,EDKZ,Meinerzhagen Airport - Meinerzhagen - Germany
ICAO,EDLA,EDLA,Arnsberg-Menden Airport - Arnsberg - Germany
ICAO,EDLE,EDLE,Essen Mulheim Airport - Essen - Germany
IATA,ESS,EDLE,Essen Mulheim Airport - Essen - Germany
ICAO,EDLI,EDLI,Bielefeld Airport - Bielefeld - Germany
IATA,BFE,EDLI,Bielefeld Airport - Bielefeld - Germany
ICAO,EDLN,EDLN,MÃ¶nchengladbach Airport - Moenchengladbach - Germany
IATA,MGL,EDLN,MÃ¶nchengladbach Airport - Moenchengladbach - Germany
ICAO,EDLP,EDLP,Paderborn Lippstadt Airport - Paderborn - Germany
IATA,PAD,EDLP,Paderborn Lippstadt Airport - Paderborn - Germany
ICAO,EDLS,EDLS,Stadtlohn-Vreden Airport - Stadtlohn - Germany
ICAO,EDLW,EDLW,Dortmund Airport - Dortmund - Germany
IATA,DTM,EDLW,Dortmund Airport - Dortmund - Germany
ICAO,EDMA,EDMA,Augsburg Airport - Augsburg - Germany
IATA,AGB,EDMA,Augsburg Airport - Augsburg - Germany
ICAO,EDMB,EDMB,Biberach a.d. RiÃŸ Airfield - Biberach - Germany
ICAO,EDME,EDME,Eggenfelden Airport - Eggenfelden - Germany
ICAO,EDMN,EDMN,Mindelheim-Mattsies Airfield - Mindelheim - Germany
ICAO,EDMO,EDMO,Oberpfaffenhofen Airport - Oberpfaffenhofen - Germany
IATA,OBF,EDMO,Oberpfaffenhofen Airport - Oberpfaffenhofen - Germany
ICAO,EDMS,EDMS,Straubing Airport - Straubing - Germany
IATA,RBM,EDMS,Straubing Airport - Straubing - Germany
ICAO,EDMV,EDMV,Vilshofen Airport - Vilshofen - Germany
ICAO,EDNL,EDNL,Leutkirch-Unterzeil Airport - Leutkirch - Germany
ICAO,EDNY,EDNY,Friedrichshafen Airport - Friedrichshafen - Germany
IATA,FDH,EDNY,Friedrichshafen Airport - Friedrichshafen - Germany
ICAO,EDOP,EDOP,Schwerin Parchim Airport - Parchim - Germany
IATA,SZW,EDOP,Schwerin Parchim Airport - Parchim - Germany
ICAO,EDOV,EDOV,Stendal-Borstel Airport - Stendal - Germany
ICAO,EDPA,EDPA,Aalen-Heidenheim/Elchingen Airport - Aalen-heidenheim - Germany
ICAO,EDQD,EDQD,Bayreuth Airport - Bayreuth - Germany
IATA,BYU,EDQD,Bayreuth Airport - Bayreuth - Germany
ICAO,EDQE,EDQE,Burg Feuerstein Airport - Burg Feuerstein - Germany
IATA,URD,EDQE,Burg Feuerstein Airport - Burg Feuerstein - Germany
ICAO,EDQM,EDQM,Hof-Plauen Airport - Hof - Germany
IATA,HOQ,EDQM,Hof-Plauen Airport - Hof - Germany
ICAO,EDQT,EDQT,HaÃŸfurt-Schweinfurt Airport - Hassfurt - Germany
ICAO,EDRK,EDRK,Koblenz-Winningen Airfield - Koblenz - Germany
ICAO,EDRT,EDRT,Trier-FÃ¶hren Airport - Trier - Germany
ICAO,EDRY,EDRY,Speyer Airfield - Speyer - Germany
ICAO,EDRZ,EDRZ,ZweibrÃ¼cken Airport - Zweibruecken - Germany
IATA,ZQW,EDRZ,ZweibrÃ¼cken Airport - Zweibruecken - Germany
ICAO,EDTD,EDTD,Donaueschingen-Villingen Airport - Donaueschingen - Germany
IATA,ZQL,EDTD,Donaueschingen-Villingen Airport - Donaueschingen - Germany
ICAO,EDTF,EDTF,Freiburg i. Br. Airport - Freiburg - Germany
ICAO,EDTM,EDTM,Mengen-Hohentengen Airport - Mengen - Germany
ICAO,EDTY,EDTY,Adolf WÃ¼rth Airport - Schwaebisch Hall - Germany
ICAO,EDUS,EDUS,Finsterwalde/Schacksdorf Airport - Soest - Germany
ICAO,EDVE,EDVE,Braunschweig-Wolfsburg Airport - Braunschweig - Germany
IATA,BWE,EDVE,Braunschweig-Wolfsburg Airport - Braunschweig - Germany
ICAO,EDVK,EDVK,Kassel-Calden Airport - Kassel - Germany
IATA,KSF,EDVK,Kassel-Calden Airport - Kassel - Germany
ICAO,EDVM,EDVM,Hildesheim Airport - Hildesheim - Germany
ICAO,EDWB,EDWB,Bremerhaven Airport - Bremerhaven - Germany
IATA,BRV,EDWB,Bremerhaven Airport - Bremerhaven - Germany
ICAO,EDWE,EDWE,Emden Airport - Emden - Germany
IATA,EME,EDWE,Emden Airport - Emden - Germany
ICAO,EDWF,EDWF,Leer-Papenburg Airport - Leer - Germany
ICAO,EDWI,EDWI,Wilhelmshaven-Mariensiel Airport - Wilhelmshaven - Germany
IATA,WVN,EDWI,Wilhelmshaven-Mariensiel Airport - Wilhelmshaven - Germany
ICAO,EDWR,EDWR,Borkum Airport - Borkum - Germany
IATA,BMK,EDWR,Borkum Airport - Borkum - Germany
ICAO,EDWY,EDWY,Norderney Airport - Norderney - Germany
IATA,NRD,EDWY,Norderney Airport - Norderney - Germany
ICAO,EDXF,EDXF,Flensburg-SchÃ¤ferhaus Airport - Flensburg - Germany
IATA,FLF,EDXF,Flensburg-SchÃ¤ferhaus Airport - Flensburg - Germany
ICAO,EDXR,EDXR,Rendsburg-Schachtholm Airport - Rendsburg - Germany
ICAO,EDXW,EDXW,Westerland Sylt Airport - Westerland - Germany
IATA,GWT,EDXW,Westerland Sylt Airport - Westerland - Germany
